0.685113,0.284407,1.31111
0.344428,0.292985,1.29159
-0.149912,0.270705,1.26907
-0.605634,0.265856,1.28852
-0.899216,0.212782,1.81706
-0.486575,0.368415,1.86743
0.0214484,0.404004,1.89527
0.497859,0.412155,2.08333
0.278645,0.374949,2.32335
-0.0603187,0.359466,2.33154
-0.420155,0.33791,2.3176
-0.771812,0.318421,2.26209
-0.826398,-0.214049,1.56867
-0.430195,-0.237237,1.4776
0.112,-0.21131,1.4441
0.560969,-0.178054,1.32773
0.428152,-0.396802,1.1714
-0.167029,-0.414162,1.16779
-0.17976,-0.0057047,2.11312
0.392601,0.50052,1.92958
-0.956678,0.415412,1.75757
